反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"As(V) adsorption on Al10SBA, adsorbent dosage 0.2g",总反应,Adsorption,As(V),NA,0.0029,min⁻¹,NA,NA,1,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-first order model; R²: 0.9636; 催化剂投加: 0.2; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Equilibrium time ~960 min",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.2g",总反应,Adsorption,As(V),NA,0.0022,L·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-second order model; R²: 0.9968; 催化剂投加: 0.2; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: qe(exp)=9.574 mg/g, qe(cal)=9.775 mg/g",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.4g",总反应,Adsorption,As(V),NA,0.003,min⁻¹,NA,NA,1,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-first order model; R²: 0.9694; 催化剂投加: 0.4; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Equilibrium time ~960 min",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.4g",总反应,Adsorption,As(V),NA,0.0045,L·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-second order model; R²: 0.9972; 催化剂投加: 0.4; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: qe(exp)=5.459 mg/g, qe(cal)=5.558 mg/g",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.6g",总反应,Adsorption,As(V),NA,0.0029,min⁻¹,NA,NA,1,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-first order model (labeled as 0.4g in table but text mentions 0.6g); R²: 0.9597; 催化剂投加: 0.6; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Equilibrium time ~960 min",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.6g",总反应,Adsorption,As(V),NA,0.0078,L·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 1, pseudo-second order model (labeled as 0.4g in table but text mentions 0.6g); R²: 0.998; 催化剂投加: 0.6; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: qe(exp)=3.685 mg/g, qe(cal)=3.734 mg/g",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.1g",总反应,Adsorption,As(V),NA,0.3894,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, entire time range; R²: 0.9784; 催化剂投加: 0.1; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 0-960 min, C=0.5089",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.2g",总反应,Adsorption,As(V),NA,0.8432,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, 1st segment; R²: 0.9918; 催化剂投加: 0.2; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 0-120 min, C=0.0709",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.2g",总反应,Adsorption,As(V),NA,0.1294,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, 2nd segment; R²: 0.9752; 催化剂投加: 0.2; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 120-960 min, C=5.6924",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.3g",总反应,Adsorption,As(V),NA,0.5223,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, 1st segment; R²: 0.9782; 催化剂投加: 0.3; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 0-120 min, C=0.0718",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.3g",总反应,Adsorption,As(V),NA,0.0651,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, 2nd segment; R²: 0.9826; 催化剂投加: 0.3; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 120-960 min, C=3.5080",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.4g",总反应,Adsorption,As(V),NA,0.3663,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, 1st segment; R²: 0.9789; 催化剂投加: 0.4; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 0-120 min, C=0.0496",He et al. (2013)
"As(V) adsorption on Al10SBA, adsorbent dosage 0.4g",总反应,Adsorption,As(V),NA,0.0386,mg·g⁻¹·min⁻⁰·⁵,NA,NA,NA,NA,NA,NA,NA,RT,NA,6.6,NA,NA,Mesoporous silica,NA,NA,44.703,mg/L,Al2O3 functionalized SBA-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batch,"备注: Data from Table 2, intra-particle diffusion model, 2nd segment; R²: 0.9862; 催化剂投加: 0.4; 催化剂单位: g; 影响因素: Adsorbent dosage; 尺度: Laboratory; 介质: Water; 提取方法: Table extraction; 期刊: Advanced Materials Research Vols. 726-731; 地区(作者): China; 尾注: Time region 120-960 min, C=2.5192",He et al. (2013)
As(III) adsorption on SP1 sediment during resuspension,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment (East Lake),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 1c, pseudo-second-order model fit; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 表格直接提取 / 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Sediment from East Lake; NOM content 16.8%; concurrent TP release observed","Wang et al., 2018"
As(V) adsorption on SP1 sediment during resuspension,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment (East Lake),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 1c, pseudo-second-order model fit; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 表格直接提取 / 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Sediment from East Lake; NOM content 16.8%; concurrent TP release observed","Wang et al., 2018"
As(III) adsorption isotherm on SP1 (Langmuir model),总反应,吸附,As(III),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,0-10,μmol/L,SP1 sediment (East Lake),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 4a and Table 3; R²: 0.9363; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 表格直接提取; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Langmuir qs=4.044 μmol/g, kL=0.360 L/μmol","Wang et al., 2018"
As(V) adsorption isotherm on SP1 (Langmuir model),总反应,吸附,As(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,0-10,μmol/L,SP1 sediment (East Lake),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 4a and Table 3; R²: 0.9439; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 表格直接提取; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Langmuir qs=6.949 μmol/g, kL=0.201 L/μmol","Wang et al., 2018"
As(III) adsorption at 250 r/min stirring rate,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 2a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: stirring rate; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Stirring rate effect study","Wang et al., 2018"
As(III) adsorption at 500 r/min stirring rate,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 2a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: stirring rate; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Stirring rate effect study","Wang et al., 2018"
As(III) adsorption at 1000 r/min stirring rate,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 2a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: stirring rate; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Stirring rate effect study; decreased adsorption at highest rate","Wang et al., 2018"
As(V) adsorption at 250 r/min stirring rate,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 2b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: stirring rate; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Stirring rate effect study","Wang et al., 2018"
As(V) adsorption at 500 r/min stirring rate,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 2b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: stirring rate; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Stirring rate effect study","Wang et al., 2018"
As(V) adsorption at 1000 r/min stirring rate,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 2b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: stirring rate; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Stirring rate effect study","Wang et al., 2018"
As(III) adsorption at pH 3.2,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,3.2,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 5a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: pH; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: pH effect study; adsorption ~34%","Wang et al., 2018"
As(III) adsorption at pH 10.2,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,10.2,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 5a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: pH; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: pH effect study; adsorption ~52%","Wang et al., 2018"
As(V) adsorption at pH 3.2,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,3.2,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 5b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: pH; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: pH effect study; adsorption ~75%","Wang et al., 2018"
As(V) adsorption at pH 10.2,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,10.2,NA,NA,natural sediment,19.6,m²/g,3.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 5b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: pH; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: pH effect study; adsorption ~7%","Wang et al., 2018"
As(III) adsorption at 1.33 μmol/L initial concentration,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,1.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Concentration effect study","Wang et al., 2018"
As(III) adsorption at 6.67 μmol/L initial concentration,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,6.67,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Concentration effect study","Wang et al., 2018"
As(III) adsorption at 10 μmol/L initial concentration,总反应,吸附,As(III),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,10,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3a, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Concentration effect study; TP release 16.1%","Wang et al., 2018"
As(V) adsorption at 1.33 μmol/L initial concentration,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,1.33,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Concentration effect study","Wang et al., 2018"
As(V) adsorption at 6.67 μmol/L initial concentration,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,6.67,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Concentration effect study","Wang et al., 2018"
As(V) adsorption at 10 μmol/L initial concentration,总反应,吸附,As(V),NA,See Table S2,g/μmol·min,NA,NA,2,NA,NA,NA,NA,25,°C,8,NA,NA,natural sediment,19.6,m²/g,10,μmol/L,SP1 sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Fig. 3b, pseudo-second-order model; R²: See Table S2; 共存物: phosphorus in sediment; 共存物浓度: 1.06 mg/g TP; 共存物单位: mg/g; 催化剂投加: 1; 催化剂单位: g/L; 影响因素: initial concentration; 尺度: 实验室; 介质: 水; 光: 避光; 地区: Wuhan, Hubei, China; 提取方法: 图提取（软件）; 期刊: Chemical Geology; 地区(作者): Wuhan, China; 尾注: Concentration effect study; TP release 24.5%","Wang et al., 2018"
"As(III) adsorption onto IBA, no HA",总反应,吸附,As(III),NA,0.2,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4a, Table 1; pseudo-first order model; R²: 0.99; 催化剂投加: 0.2; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.200 h⁻¹",Fakour & Lin 2014
As(III) adsorption onto IBA with 5 mg/L HA,总反应,吸附,As(III),NA,0.201,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4a, Table 1; pseudo-first order model; R²: 0.98; 共存物: Humic acid; 共存物浓度: 5; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.201 h⁻¹",Fakour & Lin 2014
As(III) adsorption onto IBA with 30 mg/L HA,总反应,吸附,As(III),NA,0.212,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4a, Table 1; pseudo-first order model; R²: 0.95; 共存物: Humic acid; 共存物浓度: 30; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.212 h⁻¹",Fakour & Lin 2014
"As(V) adsorption onto IBA, no HA",总反应,吸附,As(V),NA,0.049,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4b, Table 1; pseudo-first order model; R²: 0.99; 催化剂投加: 0.2; 催化剂单位: g/L; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.049 h⁻¹",Fakour & Lin 2014
